"attribution_id","incident_id","attribution_year","attribution_month","attribution_day","attribution_date","attribution_basis","attribution_type","attribution_subtype","attributing_country","attributing_actor","attributing_company","settled_attribution","initiator_name","initiator_alpha_2","initiator_country","initiator_category","initiator_subcategory"
22881,3609,"2024","7","9","2024-7-9","Attribution by third-party","Political statement / report (e.g., on government / state agency websites)","Not available","United States","National Security Agency (NSA)","Not available",True,"Unknown","CN","China","State affiliated actor","Not available"
22881,3609,"2024","7","9","2024-7-9","Attribution by third-party","Political statement / report (e.g., on government / state agency websites)","Not available","United States","National Intelligence Service (South Korea)","Not available",True,"Unknown","CN","China","State affiliated actor","Not available"
22881,3609,"2024","7","9","2024-7-9","Attribution by third-party","Political statement / report (e.g., on government / state agency websites)","Not available","United States","Japan National Policy Agency (NPA)","Not available",True,"Unknown","CN","China","State affiliated actor","Not available"
22881,3609,"2024","7","9","2024-7-9","Attribution by third-party","Political statement / report (e.g., on government / state agency websites)","Not available","United States","Federal Office for the Protection of the Constitution (BfV)","Not available",True,"Unknown","CN","China","State affiliated actor","Not available"
22881,3609,"2024","7","9","2024-7-9","Attribution by third-party","Political statement / report (e.g., on government / state agency websites)","Not available","United States","German Federal Intelligence Service (BND)","Not available",True,"Unknown","CN","China","State affiliated actor","Not available"
22881,3609,"2024","7","9","2024-7-9","Attribution by third-party","Political statement / report (e.g., on government / state agency websites)","Not available","Germany","National Center of Incident Readiness and Strategy for Cybersecurity (NISC)","Not available",True,"Unknown","CN","China","State affiliated actor","Not available"
22881,3609,"2024","7","9","2024-7-9","Attribution by third-party","Political statement / report (e.g., on government / state agency websites)","Not available","United States","United Kingdom’s National Cyber Security Centre (NCSC)","Not available",True,"Unknown","CN","China","State affiliated actor","Not available"
22881,3609,"2024","7","9","2024-7-9","Attribution by third-party","Political statement / report (e.g., on government / state agency websites)","Not available","United Kingdom","Australian Cyber Security Centre (ACSC)","Not available",True,"Unknown","CN","China","State affiliated actor","Not available"
22881,3609,"2024","7","9","2024-7-9","Attribution by third-party","Political statement / report (e.g., on government / state agency websites)","Not available","Canada","National Center of Incident Readiness and Strategy for Cybersecurity (NISC)","Not available",True,"Unknown","CN","China","State affiliated actor","Not available"
22881,3609,"2024","7","9","2024-7-9","Attribution by third-party","Political statement / report (e.g., on government / state agency websites)","Not available","United States","Canadian Centre for Cyber Security (CCCS)","Not available",True,"Unknown","CN","China","State affiliated actor","Not available"
22881,3609,"2024","7","9","2024-7-9","Attribution by third-party","Political statement / report (e.g., on government / state agency websites)","Not available","Canada","United Kingdom’s National Cyber Security Centre (NCSC)","Not available",True,"Unknown","CN","China","State affiliated actor","Not available"
22881,3609,"2024","7","9","2024-7-9","Attribution by third-party","Political statement / report (e.g., on government / state agency websites)","Not available","Canada","New Zealand National Cyber Security Centre (NCSC-NZ)","Not available",True,"Unknown","CN","China","State affiliated actor","Not available"
22881,3609,"2024","7","9","2024-7-9","Attribution by third-party","Political statement / report (e.g., on government / state agency websites)","Not available","New Zealand","National Security Agency (NSA)","Not available",True,"Unknown","CN","China","State affiliated actor","Not available"
22881,3609,"2024","7","9","2024-7-9","Attribution by third-party","Political statement / report (e.g., on government / state agency websites)","Not available","New Zealand","National Intelligence Service (South Korea)","Not available",True,"Unknown","CN","China","State affiliated actor","Not available"
22881,3609,"2024","7","9","2024-7-9","Attribution by third-party","Political statement / report (e.g., on government / state agency websites)","Not available","New Zealand","Japan National Policy Agency (NPA)","Not available",True,"Unknown","CN","China","State affiliated actor","Not available"
22881,3609,"2024","7","9","2024-7-9","Attribution by third-party","Political statement / report (e.g., on government / state agency websites)","Not available","New Zealand","Federal Office for the Protection of the Constitution (BfV)","Not available",True,"Unknown","CN","China","State affiliated actor","Not available"
22881,3609,"2024","7","9","2024-7-9","Attribution by third-party","Political statement / report (e.g., on government / state agency websites)","Not available","New Zealand","German Federal Intelligence Service (BND)","Not available",True,"Unknown","CN","China","State affiliated actor","Not available"
22881,3609,"2024","7","9","2024-7-9","Attribution by third-party","Political statement / report (e.g., on government / state agency websites)","Not available","New Zealand","Canadian Centre for Cyber Security (CCCS)","Not available",True,"Unknown","CN","China","State affiliated actor","Not available"
22881,3609,"2024","7","9","2024-7-9","Attribution by third-party","Political statement / report (e.g., on government / state agency websites)","Not available","New Zealand","United Kingdom’s National Cyber Security Centre (NCSC)","Not available",True,"Unknown","CN","China","State affiliated actor","Not available"
22881,3609,"2024","7","9","2024-7-9","Attribution by third-party","Political statement / report (e.g., on government / state agency websites)","Not available","New Zealand","New Zealand National Cyber Security Centre (NCSC-NZ)","Not available",True,"Unknown","CN","China","State affiliated actor","Not available"
